person_id,age,years_working,education,annual_income,parental_wealth_bracket,inheritance_received,homeowner,region_cost_of_living,dependents,health_shock,savings_rate,invests_in_markets,portfolio_equity_pct,diversification_score,financial_literacy,budgeting_consistency,impulse_spending,plans_ahead,carries_high_interest_debt,retirement_account,started_investing_age,years_investing,net_worth,financially_independent
PSN011770,52,24,graduate,124900.0,middle,0.0,0,high,2,0,0.358,1,52,2.7,7.4,5.5,6.8,10.0,0,1,20,32,850800.0,0
PSN011771,55,30,bachelors,84400.0,middle,0.0,1,low,0,0,0.254,1,37,8.6,4.5,4.8,4.7,5.7,0,1,25,30,1354200.0,0
PSN011772,44,15,high_school,35100.0,lower_mid,0.0,1,medium,2,0,0.101,1,80,6.6,4.5,10.0,6.4,3.8,0,0,27,17,141400.0,0
PSN011773,26,6,bachelors,66100.0,bottom,0.0,0,low,5,0,0.131,1,19,9.3,2.0,4.2,6.0,9.5,1,1,44,0,-13100.0,0
PSN011774,34,12,graduate,75800.0,upper_mid,117000.0,1,low,1,0,0.103,1,32,4.8,7.0,5.4,4.5,8.3,1,1,38,0,469400.0,0
PSN011775,73,53,graduate,73200.0,top,92700.0,1,low,2,0,0.122,1,65,6.8,7.0,8.8,0.0,5.3,0,1,31,42,1665500.0,1
PSN011776,54,31,bachelors,116300.0,lower_mid,0.0,1,high,1,0,0.142,1,50,8.6,7.4,6.8,3.7,3.1,0,0,20,34,516500.0,0
PSN011777,32,6,some_college,61600.0,top,0.0,1,high,1,0,0.44,1,53,4.4,5.6,5.0,3.9,10.0,0,1,18,14,288900.0,0
PSN011778,45,19,high_school,77500.0,bottom,0.0,0,medium,1,0,0.1,0,1,4.5,4.0,5.2,3.8,7.3,0,0,37,8,6900.0,0
PSN011779,58,38,some_college,45600.0,upper_mid,0.0,1,low,0,1,0.278,1,64,0.0,5.7,4.7,4.4,5.2,0,1,38,20,849200.0,1
PSN011780,45,22,high_school,84600.0,lower_mid,0.0,1,low,1,0,0.125,0,10,4.1,7.2,10.0,1.8,8.1,1,0,26,19,160600.0,0
PSN011781,37,10,some_college,50400.0,bottom,0.0,0,high,0,0,0.25,0,5,7.3,6.8,6.3,6.7,8.4,0,1,21,16,103400.0,0
PSN011782,34,14,bachelors,178600.0,lower_mid,0.0,1,low,0,0,0.162,1,29,8.7,5.1,3.7,0.0,6.9,1,1,36,0,331000.0,0
PSN011783,49,24,some_college,68400.0,lower_mid,0.0,1,medium,2,0,0.135,1,80,6.2,6.9,10.0,4.6,10.0,0,1,35,14,709000.0,0
PSN011784,52,29,high_school,49800.0,lower_mid,16400.0,0,medium,0,0,0.124,0,5,4.3,6.7,4.5,1.2,8.9,0,0,28,24,91800.0,0
PSN011785,27,7,high_school,33500.0,middle,37100.0,1,high,1,1,0.311,1,80,5.8,2.6,7.1,7.0,9.6,0,1,20,7,61100.0,0
PSN011786,39,14,bachelors,131700.0,middle,0.0,0,medium,0,1,0.6,1,44,9.2,6.4,5.5,4.2,4.3,0,1,18,21,666000.0,0
PSN011787,61,37,high_school,43500.0,lower_mid,0.0,1,low,1,0,0.457,1,21,5.3,3.2,4.7,0.9,4.2,0,1,27,34,479100.0,0
PSN011788,52,35,bachelors,91400.0,top,152500.0,1,low,3,0,0.127,1,100,3.9,2.5,0.3,0.8,6.4,1,0,33,19,3131600.0,1
PSN011789,22,0,high_school,51000.0,middle,0.0,1,medium,3,0,0.339,0,6,1.9,5.7,6.9,4.4,2.9,0,1,19,3,154400.0,0
PSN011790,43,20,some_college,59100.0,bottom,43800.0,1,medium,0,0,0.059,1,5,7.3,4.6,3.8,4.8,7.4,0,1,19,24,210700.0,0
PSN011791,44,19,bachelors,160200.0,middle,0.0,1,low,0,0,0.237,0,11,0.2,3.4,1.8,6.0,7.7,1,1,28,16,333100.0,0
PSN011792,43,18,high_school,44300.0,middle,0.0,0,low,1,0,0.194,1,42,8.3,7.1,0.0,0.0,9.6,0,0,18,25,197700.0,0
PSN011793,51,26,some_college,59300.0,upper_mid,193500.0,1,medium,1,0,0.252,0,7,5.3,5.3,3.7,0.3,9.4,0,0,24,27,941600.0,0
PSN011794,41,14,bachelors,127500.0,upper_mid,0.0,0,high,3,0,0.348,0,7,7.3,6.3,5.3,3.3,4.7,0,1,31,10,153000.0,0
PSN011795,43,17,bachelors,57900.0,upper_mid,672900.0,1,high,2,0,0.197,1,45,4.5,7.2,4.4,2.6,9.7,0,1,28,15,1502000.0,1
PSN011796,22,3,bachelors,54800.0,upper_mid,0.0,1,low,4,0,0.193,1,24,5.6,2.9,3.8,2.5,6.8,0,0,26,0,187400.0,0
PSN011797,36,9,bachelors,59700.0,lower_mid,0.0,0,medium,1,0,0.454,0,0,2.6,2.1,4.5,4.9,4.9,1,0,18,18,86900.0,0
PSN011798,23,0,bachelors,94300.0,middle,0.0,0,low,1,0,0.084,0,9,4.2,8.4,3.5,2.6,8.2,0,1,31,0,-7600.0,0
PSN011799,53,30,bachelors,97200.0,middle,764600.0,1,high,1,0,0.116,1,44,8.9,4.0,5.5,6.6,3.8,0,1,18,35,4016700.0,1
PSN011800,65,45,some_college,42200.0,middle,0.0,1,medium,1,1,0.315,0,18,3.4,5.2,4.0,3.3,7.9,0,0,18,47,4017200.0,1
PSN011801,43,25,bachelors,122900.0,middle,0.0,1,low,0,0,0.221,1,61,10.0,8.8,5.5,4.4,10.0,1,1,29,14,955700.0,0
PSN011802,47,25,high_school,75200.0,middle,0.0,0,low,2,0,0.168,0,12,2.9,3.7,3.0,6.7,8.2,0,1,20,27,102100.0,0
PSN011803,42,21,bachelors,86900.0,middle,0.0,0,medium,0,0,0.278,1,62,8.7,6.1,6.8,3.9,7.0,0,1,18,24,1350000.0,0
PSN011804,33,8,high_school,72800.0,lower_mid,299200.0,0,low,0,0,0.102,0,5,5.7,7.7,9.0,0.1,8.1,0,1,29,4,230700.0,0
PSN011805,37,17,high_school,99200.0,upper_mid,292000.0,1,high,1,0,0.363,1,42,6.8,1.6,4.8,4.1,7.4,0,1,27,10,1109200.0,0
PSN011806,55,32,some_college,68900.0,middle,0.0,1,low,1,0,0.408,0,8,3.4,3.2,9.0,5.8,8.3,0,1,32,23,572000.0,0
PSN011807,55,28,graduate,154100.0,middle,0.0,1,medium,1,0,0.28,1,65,10.0,2.5,2.1,3.9,7.5,0,1,47,8,860400.0,0
PSN011808,51,36,high_school,145600.0,bottom,0.0,1,low,3,0,0.231,0,0,6.6,1.8,5.6,2.4,3.9,0,1,38,13,591600.0,0
PSN011809,39,14,some_college,43200.0,upper_mid,403700.0,0,high,3,0,0.064,1,35,3.3,8.4,3.5,2.5,10.0,0,1,18,21,630000.0,0
PSN011810,41,20,some_college,122700.0,upper_mid,679100.0,0,low,2,0,0.244,0,4,5.0,6.6,5.7,6.1,7.4,0,1,26,15,1042000.0,0
PSN011811,48,22,some_college,62700.0,bottom,0.0,1,medium,1,0,0.054,0,17,6.7,9.3,1.9,3.4,10.0,1,1,25,23,107800.0,0
PSN011812,33,6,some_college,115700.0,lower_mid,0.0,1,high,1,0,0.097,0,0,2.4,3.8,2.8,3.4,10.0,0,1,35,0,117300.0,0
PSN011813,34,15,some_college,108800.0,upper_mid,0.0,1,high,2,0,0.169,0,3,2.7,3.9,0.3,0.1,3.6,0,1,45,0,122000.0,0
PSN011814,48,32,graduate,298200.0,middle,0.0,1,medium,0,1,0.286,0,1,8.3,9.0,7.0,2.5,8.8,0,1,27,21,1646300.0,0
PSN011815,38,17,bachelors,91200.0,lower_mid,0.0,1,low,0,0,0.209,0,18,8.9,6.6,3.9,1.9,9.7,0,1,18,20,394000.0,0
PSN011816,37,19,high_school,53200.0,lower_mid,67300.0,0,low,1,0,0.2,0,10,4.4,4.8,2.2,0.4,7.9,0,0,26,11,168400.0,0
PSN011817,30,6,bachelors,71000.0,lower_mid,0.0,0,high,1,0,0.102,1,48,6.6,5.8,5.8,6.2,8.9,0,1,37,0,28500.0,0
PSN011818,40,18,some_college,46900.0,lower_mid,0.0,0,low,3,0,0.143,0,0,5.2,1.1,4.1,7.3,5.0,1,1,19,21,6200.0,0
PSN011819,56,34,high_school,93700.0,lower_mid,0.0,0,low,0,0,0.581,1,41,10.0,6.8,5.1,0.4,6.1,0,1,33,23,2648300.0,1
PSN011820,34,10,bachelors,131300.0,lower_mid,78700.0,1,high,0,1,0.063,0,6,5.5,4.0,5.3,6.4,10.0,0,1,29,5,73300.0,0
PSN011821,22,0,bachelors,43300.0,bottom,0.0,1,medium,0,0,0.187,0,9,7.9,10.0,6.8,5.9,10.0,1,1,18,4,50500.0,0
PSN011822,22,4,bachelors,117000.0,middle,22300.0,1,low,0,0,0.141,1,80,10.0,5.7,2.4,4.3,8.0,0,1,36,0,135600.0,0
PSN011823,34,10,some_college,76200.0,upper_mid,0.0,1,medium,1,0,0.168,0,0,4.8,2.0,3.2,3.1,3.9,0,0,28,6,70600.0,0
PSN011824,33,8,bachelors,50000.0,lower_mid,0.0,0,high,0,0,0.183,1,69,6.1,4.7,5.8,2.4,5.0,0,1,39,0,38900.0,0
PSN011825,37,16,graduate,138100.0,middle,0.0,1,medium,2,0,0.125,1,50,2.5,5.4,7.3,4.3,8.6,1,0,28,9,251100.0,0
PSN011826,50,30,high_school,33400.0,top,179300.0,0,high,2,1,0.131,1,79,0.2,1.7,4.2,7.9,3.8,0,0,32,18,909700.0,1
PSN011827,37,10,some_college,42300.0,middle,0.0,0,medium,0,0,0.338,1,55,7.0,0.0,1.6,5.8,5.8,0,0,28,9,141800.0,0
PSN011828,31,10,some_college,35200.0,middle,416200.0,0,high,2,0,0.171,1,42,7.3,7.0,7.1,5.3,7.5,0,0,26,5,539400.0,0
PSN011829,49,27,some_college,89600.0,middle,0.0,1,high,2,0,0.171,0,16,6.4,4.8,2.6,4.8,1.9,1,1,28,21,349500.0,0
PSN011830,61,40,bachelors,82700.0,bottom,0.0,1,low,2,0,0.311,0,2,6.3,8.5,3.6,2.6,6.4,0,1,19,42,2042400.0,1
PSN011831,32,10,some_college,38700.0,middle,0.0,1,medium,0,0,0.143,0,19,1.0,6.9,6.7,1.9,5.7,1,1,18,14,171300.0,0
PSN011832,47,28,bachelors,159500.0,upper_mid,230000.0,1,low,2,0,0.191,0,8,5.6,4.8,5.3,3.2,5.9,1,0,33,14,759600.0,0
PSN011833,39,15,high_school,82400.0,lower_mid,232200.0,0,low,0,0,0.113,0,9,4.3,5.7,4.6,3.9,6.5,1,0,33,6,274800.0,0
PSN011834,36,15,high_school,22400.0,lower_mid,32300.0,1,medium,0,0,0.2,1,42,5.4,5.6,6.5,5.2,9.6,1,1,29,7,175100.0,0
PSN011835,45,22,bachelors,50800.0,upper_mid,0.0,1,high,1,0,0.411,1,87,6.0,9.8,7.2,0.5,7.4,0,1,26,19,924100.0,1
PSN011836,63,41,high_school,218700.0,upper_mid,329100.0,1,medium,1,0,0.06,0,1,6.5,4.8,5.9,0.1,7.2,0,0,18,45,1622400.0,0
PSN011837,62,40,some_college,40800.0,bottom,0.0,0,low,2,0,0.212,1,65,4.5,4.5,5.5,0.9,1.9,1,0,31,31,571100.0,0
PSN011838,32,11,bachelors,42200.0,middle,6000.0,1,high,1,0,0.194,1,49,9.0,7.6,3.8,1.4,8.4,1,1,21,11,156600.0,0
PSN011839,55,34,bachelors,75700.0,upper_mid,0.0,1,low,2,0,0.137,1,92,5.4,10.0,2.3,2.1,10.0,0,1,23,32,892200.0,0
PSN011840,36,8,high_school,139100.0,lower_mid,51000.0,0,high,1,0,0.197,0,9,4.9,3.8,8.5,1.5,3.4,1,0,29,7,60400.0,0
PSN011841,54,31,high_school,90500.0,middle,116700.0,1,medium,4,0,0.178,0,19,0.0,4.7,6.0,4.4,6.3,1,1,18,36,716400.0,0
PSN011842,49,26,bachelors,160900.0,upper_mid,1114800.0,1,high,0,1,0.221,1,41,4.6,4.6,7.7,2.2,2.1,0,1,25,24,3981300.0,1
PSN011843,64,43,high_school,89800.0,middle,0.0,1,medium,2,0,0.6,1,42,5.6,9.7,3.0,0.0,8.3,0,1,28,36,1964700.0,1
PSN011844,50,25,high_school,64600.0,top,219900.0,0,medium,1,0,0.26,1,44,6.6,4.2,8.2,0.1,5.2,0,0,29,21,1230000.0,1
PSN011845,32,6,bachelors,62300.0,lower_mid,0.0,1,high,0,0,0.057,1,59,4.6,6.2,5.6,5.1,5.4,0,1,40,0,167000.0,0
PSN011846,38,16,some_college,54800.0,top,0.0,1,high,2,1,0.137,1,43,5.6,5.3,3.8,1.3,6.2,0,1,27,11,228100.0,0
PSN011847,46,23,bachelors,112500.0,upper_mid,0.0,1,high,2,0,0.347,1,26,9.2,4.0,2.6,9.1,6.4,1,0,18,28,1021700.0,0
PSN011848,56,36,bachelors,107700.0,bottom,0.0,1,high,2,0,0.162,1,45,3.3,6.9,3.8,3.9,7.0,0,1,26,30,1347100.0,0
PSN011849,53,32,bachelors,91400.0,lower_mid,0.0,0,medium,1,1,0.556,1,33,6.1,5.4,5.5,3.2,5.0,0,1,34,19,1128800.0,1
PSN011850,50,23,bachelors,106900.0,upper_mid,0.0,0,low,2,0,0.226,0,20,4.3,5.2,2.8,0.3,5.9,0,1,22,28,87200.0,0
PSN011851,43,19,graduate,143700.0,bottom,0.0,0,low,2,0,0.049,1,53,5.4,8.5,5.7,7.2,5.3,0,1,25,18,47100.0,0
PSN011852,49,33,some_college,38200.0,bottom,0.0,0,low,3,0,0.175,0,2,8.4,4.1,1.4,5.4,9.0,0,0,18,31,309100.0,0
PSN011853,63,43,high_school,51000.0,bottom,0.0,0,medium,0,0,0.123,1,76,3.0,3.6,2.3,4.3,7.1,1,0,31,32,497900.0,0
PSN011854,35,14,bachelors,42500.0,bottom,0.0,0,high,0,0,0.29,1,51,4.8,5.7,7.7,2.1,8.6,1,1,18,17,405500.0,0
PSN011855,56,34,high_school,44500.0,bottom,0.0,1,high,1,1,0.316,0,23,6.1,3.7,3.1,7.5,6.0,0,0,36,20,196800.0,0
PSN011856,75,55,graduate,256000.0,middle,0.0,0,medium,0,0,0.182,1,70,7.0,7.8,1.5,5.0,9.6,0,1,24,51,8315300.0,1
PSN011857,22,2,some_college,62300.0,lower_mid,43900.0,1,low,1,0,0.159,1,44,7.2,5.2,9.0,5.2,6.9,0,0,31,0,246100.0,0
PSN011858,43,21,bachelors,92200.0,bottom,0.0,1,high,0,0,0.401,0,0,6.3,6.5,0.8,8.9,8.6,0,1,49,0,251000.0,0
PSN011859,36,16,bachelors,84500.0,bottom,0.0,1,medium,0,0,0.435,1,56,8.7,4.3,5.4,5.4,7.2,1,1,35,1,403700.0,0
PSN011860,47,23,graduate,135900.0,bottom,0.0,1,medium,2,0,0.334,1,98,5.8,6.1,8.4,2.1,7.2,0,0,18,29,4216000.0,1
PSN011861,52,32,bachelors,84300.0,lower_mid,0.0,0,low,3,0,0.343,1,46,2.8,5.6,4.7,3.0,10.0,0,1,41,11,812600.0,0
PSN011862,47,24,graduate,130500.0,bottom,0.0,1,high,0,0,0.245,0,0,3.0,5.4,6.8,2.8,9.7,1,0,24,23,138700.0,0
PSN011863,62,45,graduate,173900.0,lower_mid,782900.0,1,medium,1,0,0.264,0,13,5.1,6.4,5.0,6.5,4.9,0,1,27,35,5440400.0,1
PSN011864,31,10,bachelors,104500.0,upper_mid,450300.0,1,low,5,0,0.255,1,43,8.1,8.6,1.9,0.0,10.0,1,1,24,7,988000.0,0
PSN011865,46,23,bachelors,131400.0,bottom,0.0,1,low,2,0,0.07,1,68,0.2,5.2,7.0,3.7,6.1,0,1,40,6,544000.0,0
PSN011866,63,40,high_school,126300.0,bottom,0.0,0,high,2,0,0.239,0,16,8.0,8.7,3.6,1.5,9.4,0,1,20,43,301100.0,0
PSN011867,51,32,high_school,59900.0,lower_mid,0.0,0,low,0,0,0.267,1,56,6.5,7.6,3.5,0.0,8.9,0,1,32,19,1032500.0,0
PSN011868,44,17,some_college,81000.0,top,0.0,0,high,0,0,0.264,1,55,4.0,6.7,5.8,2.6,10.0,0,1,18,26,913100.0,0
PSN011869,39,24,bachelors,78900.0,top,0.0,1,high,0,0,0.209,1,49,3.9,7.1,8.1,5.4,7.9,1,0,25,14,270700.0,0
PSN011870,22,2,bachelors,47900.0,lower_mid,182000.0,0,medium,1,0,0.129,1,50,5.4,5.6,1.1,3.2,7.9,0,1,25,0,196300.0,0
PSN011871,36,12,some_college,70000.0,lower_mid,0.0,0,medium,2,1,0.2,1,71,4.1,5.9,9.0,3.3,8.5,0,1,27,9,68100.0,0
PSN011872,22,0,bachelors,112100.0,lower_mid,79800.0,0,medium,0,0,0.249,1,77,7.3,6.3,5.1,0.0,4.8,0,1,27,0,96500.0,0
PSN011873,46,18,high_school,49400.0,lower_mid,0.0,0,low,0,0,0.437,1,56,1.1,4.3,4.6,5.0,9.5,1,0,40,6,346400.0,0
PSN011874,48,22,high_school,64100.0,lower_mid,0.0,0,low,0,0,0.103,0,0,4.5,2.4,6.1,0.4,7.6,0,0,34,14,65300.0,0
PSN011875,54,29,bachelors,39000.0,bottom,0.0,0,medium,2,0,0.28,0,0,7.5,8.1,6.2,0.1,10.0,0,1,26,28,134900.0,0
PSN011876,41,21,some_college,28300.0,bottom,0.0,1,low,0,0,0.128,1,36,6.3,6.4,0.5,3.1,10.0,1,1,19,22,243300.0,0
PSN011877,41,14,bachelors,87200.0,upper_mid,0.0,1,medium,0,0,0.351,1,34,5.3,3.6,6.0,2.1,4.2,0,0,32,9,345600.0,0
PSN011878,33,11,high_school,103500.0,lower_mid,382400.0,1,medium,1,0,0.353,0,0,3.7,4.0,9.7,3.8,9.1,1,0,26,7,800000.0,0
PSN011879,35,13,bachelors,138300.0,middle,0.0,1,medium,4,1,0.135,1,93,2.3,10.0,3.8,0.0,10.0,1,1,27,8,45900.0,0
PSN011880,67,41,high_school,190600.0,middle,23500.0,1,high,0,0,0.125,1,76,7.0,5.4,5.5,3.7,6.1,0,0,22,45,14190100.0,1
PSN011881,42,18,high_school,109400.0,bottom,0.0,1,high,2,0,0.044,1,43,7.3,5.5,2.7,2.9,8.6,1,0,23,19,134700.0,0
PSN011882,36,14,graduate,72900.0,bottom,0.0,0,high,2,0,0.238,0,0,7.7,5.4,6.5,0.0,7.5,0,1,29,7,44400.0,0
PSN011883,29,3,some_college,51400.0,middle,0.0,1,medium,3,0,0.44,1,81,7.9,5.8,7.0,5.7,8.2,1,1,21,8,112100.0,0
PSN011884,39,10,high_school,85200.0,upper_mid,765600.0,1,high,1,0,0.179,1,53,4.8,3.9,5.1,2.6,4.6,1,1,47,0,1088900.0,0
PSN011885,25,1,some_college,56800.0,bottom,0.0,0,medium,2,1,0.274,0,16,8.9,7.6,7.5,2.5,8.6,0,1,30,0,-29700.0,0
PSN011886,54,32,bachelors,110500.0,upper_mid,0.0,1,medium,0,0,0.318,1,57,6.0,5.9,5.0,3.9,6.2,0,1,40,14,1879000.0,0
PSN011887,61,37,graduate,106100.0,upper_mid,92100.0,1,medium,1,0,0.092,1,62,6.7,6.8,9.1,0.0,10.0,0,1,18,43,2229600.0,0
PSN011888,53,32,high_school,125800.0,lower_mid,0.0,0,medium,1,0,0.198,0,1,9.1,5.0,3.1,0.9,4.3,1,1,43,10,265400.0,0
PSN011889,39,13,bachelors,80600.0,lower_mid,0.0,1,high,2,0,0.083,0,12,7.2,3.3,2.3,4.5,8.2,1,0,21,18,147800.0,0
PSN011890,47,28,some_college,75100.0,top,812100.0,1,low,1,0,0.338,1,47,5.1,5.5,6.9,2.9,9.0,0,1,39,8,3680500.0,1
PSN011891,44,17,some_college,56600.0,lower_mid,110700.0,1,medium,1,0,0.584,0,23,5.9,8.4,3.0,4.5,7.3,0,1,27,17,345400.0,0
PSN011892,32,11,high_school,39300.0,bottom,0.0,1,medium,1,0,0.212,0,9,4.9,3.4,7.9,5.5,7.3,0,0,35,0,139600.0,0
PSN011893,61,33,high_school,41700.0,bottom,0.0,0,medium,2,0,0.348,0,3,0.0,7.4,2.7,2.3,7.6,0,1,27,34,766000.0,1
PSN011894,25,3,high_school,17200.0,bottom,0.0,0,medium,1,0,0.33,0,9,9.0,4.3,6.7,4.0,4.6,1,1,26,0,-12300.0,0
PSN011895,51,20,high_school,147300.0,lower_mid,0.0,1,high,2,0,0.063,0,0,4.4,2.7,4.9,5.0,8.8,1,0,27,24,31100.0,0
PSN011896,60,33,high_school,68500.0,middle,0.0,0,medium,1,0,0.138,1,51,4.7,6.8,4.7,7.7,8.4,1,1,26,34,604400.0,0
PSN011897,44,18,bachelors,89800.0,lower_mid,43600.0,1,low,0,0,0.061,0,9,4.1,7.9,3.4,3.8,7.3,0,1,18,26,95100.0,0
PSN011898,43,20,high_school,54700.0,bottom,72000.0,0,medium,4,0,0.115,0,0,5.4,2.8,0.1,3.0,7.3,0,0,20,23,132000.0,0
PSN011899,49,29,bachelors,49200.0,lower_mid,0.0,1,high,4,0,0.489,0,14,3.2,8.2,2.2,2.1,9.6,1,1,22,27,235900.0,0
PSN011900,43,21,high_school,125000.0,upper_mid,126400.0,0,high,0,0,0.434,0,7,1.7,4.2,5.5,5.1,7.0,0,0,24,19,429600.0,0
PSN011901,45,21,high_school,58300.0,lower_mid,0.0,1,low,0,0,0.196,0,0,2.3,3.1,8.7,10.0,10.0,1,1,42,3,119700.0,0
PSN011902,59,37,some_college,140400.0,upper_mid,0.0,1,medium,0,0,0.091,1,81,10.0,2.1,6.6,1.4,7.5,1,0,19,40,677500.0,0
PSN011903,60,37,some_college,58700.0,bottom,0.0,1,low,0,0,0.323,0,17,7.9,6.6,8.2,0.0,7.5,0,1,27,33,689400.0,0
PSN011904,56,35,graduate,64300.0,bottom,0.0,1,medium,0,0,0.318,1,54,8.0,10.0,6.9,4.3,10.0,0,1,25,31,1835100.0,1
PSN011905,47,26,bachelors,141400.0,lower_mid,0.0,1,high,0,0,0.052,1,42,6.0,7.0,6.5,9.3,8.1,0,1,41,6,236400.0,0
PSN011906,46,23,some_college,164800.0,top,0.0,1,high,2,1,0.196,0,10,5.0,4.5,7.9,5.1,9.8,0,1,29,17,106700.0,0
PSN011907,55,32,bachelors,164200.0,upper_mid,0.0,1,low,3,0,0.459,0,8,6.1,8.0,6.6,1.2,5.9,0,1,18,37,1977900.0,0
PSN011908,53,23,some_college,64200.0,lower_mid,0.0,0,low,0,0,0.141,0,25,3.5,5.8,1.4,5.7,5.0,0,0,27,26,110400.0,0
PSN011909,32,9,bachelors,163800.0,lower_mid,0.0,1,low,0,0,0.345,1,61,4.5,5.8,2.6,2.0,3.9,0,1,28,4,435200.0,0
PSN011910,70,45,high_school,62800.0,middle,203100.0,0,high,0,0,0.161,1,63,7.3,4.4,0.0,7.4,6.8,0,1,35,35,3071900.0,1
PSN011911,22,1,bachelors,222400.0,lower_mid,0.0,1,low,1,0,0.528,1,51,3.9,4.7,4.1,2.0,7.5,0,1,30,0,188600.0,0
PSN011912,39,11,some_college,97800.0,lower_mid,0.0,1,medium,2,0,0.381,0,3,7.3,5.4,5.5,6.1,7.7,1,0,34,5,134600.0,0
PSN011913,62,41,bachelors,328200.0,top,276900.0,1,medium,2,0,0.214,1,32,6.0,5.7,4.8,0.0,8.9,0,1,42,20,5896000.0,0
PSN011914,52,27,high_school,67500.0,top,0.0,1,medium,1,0,0.04,1,82,8.9,3.1,6.0,7.5,4.9,1,1,32,20,229400.0,0
PSN011915,24,0,graduate,151600.0,lower_mid,284100.0,1,medium,0,0,0.148,1,44,5.2,7.9,6.0,6.4,9.1,0,1,33,0,447200.0,0
PSN011916,33,12,high_school,91500.0,bottom,0.0,0,medium,1,0,0.151,0,11,5.1,8.9,5.5,1.8,6.3,0,0,34,0,24300.0,0
PSN011917,42,17,bachelors,155600.0,bottom,0.0,0,low,0,0,0.134,0,14,7.6,6.7,6.5,3.1,10.0,0,1,23,19,170200.0,0
PSN011918,44,16,high_school,64200.0,middle,0.0,0,high,2,0,0.362,0,0,6.0,2.1,0.6,0.0,3.9,1,1,41,3,42400.0,0
PSN011919,56,34,bachelors,75300.0,middle,967400.0,0,low,1,0,0.195,1,13,6.6,7.0,2.4,2.5,7.5,0,1,28,28,5763200.0,1
PSN011920,54,35,some_college,117200.0,middle,0.0,1,low,0,0,0.195,1,72,7.7,4.7,8.1,2.2,9.5,0,0,18,36,1326500.0,0
PSN011921,55,25,graduate,169600.0,middle,0.0,1,medium,0,0,0.224,1,27,5.6,6.5,5.1,6.2,9.2,0,1,33,22,934400.0,0
PSN011922,48,23,bachelors,133400.0,lower_mid,0.0,1,low,0,0,0.448,0,4,6.6,8.0,7.4,4.9,6.2,0,1,41,7,507500.0,0
PSN011923,42,19,bachelors,38900.0,middle,291400.0,0,high,0,0,0.407,1,75,8.2,7.8,5.4,4.1,9.9,0,1,22,20,891800.0,1
PSN011924,42,19,bachelors,127700.0,bottom,0.0,1,low,0,0,0.093,1,74,5.8,10.0,6.1,0.0,10.0,0,0,18,24,217600.0,0
PSN011925,22,0,high_school,55400.0,upper_mid,0.0,1,high,2,0,0.421,1,90,7.0,7.1,8.1,0.3,8.6,0,1,39,0,96100.0,0
PSN011926,46,25,graduate,92500.0,middle,138300.0,1,high,2,0,0.214,0,0,7.0,5.8,1.4,4.6,6.9,1,1,18,28,525000.0,0
PSN011927,40,19,bachelors,54900.0,middle,141600.0,0,medium,0,0,0.271,1,56,5.1,4.6,8.1,0.0,10.0,0,1,30,10,547200.0,0
PSN011928,44,24,some_college,55100.0,middle,0.0,1,low,2,0,0.406,0,0,5.9,8.7,3.3,4.5,10.0,0,1,38,6,158300.0,0
PSN011929,55,30,some_college,96700.0,bottom,0.0,0,low,0,0,0.14,0,0,5.5,3.7,4.2,6.2,4.7,1,0,27,28,602900.0,0
PSN011930,43,19,bachelors,82700.0,middle,166400.0,1,high,2,0,0.11,1,58,3.7,9.1,6.5,1.4,7.9,1,1,18,25,1186900.0,0
PSN011931,37,16,bachelors,61500.0,bottom,0.0,0,high,0,0,0.09,1,43,6.0,7.6,8.6,5.5,3.3,1,1,25,12,86200.0,0
PSN011932,38,17,graduate,155200.0,bottom,0.0,1,medium,0,0,0.194,0,14,1.0,10.0,1.6,1.3,8.9,0,1,35,3,302800.0,0
PSN011933,22,0,high_school,41500.0,lower_mid,0.0,0,low,0,0,0.113,1,27,6.5,5.1,4.8,2.1,10.0,0,0,21,1,10000.0,0
PSN011934,33,9,bachelors,75500.0,middle,312900.0,1,low,1,0,0.27,1,54,8.2,4.7,6.4,4.8,8.5,0,1,34,0,764300.0,0
PSN011935,30,8,bachelors,62900.0,middle,0.0,1,low,1,0,0.087,0,9,5.3,8.2,5.1,1.4,9.7,0,1,25,5,162400.0,0
PSN011936,52,29,graduate,151500.0,bottom,0.0,1,low,3,0,0.22,1,75,5.4,10.0,3.3,0.0,8.5,0,1,18,34,1541700.0,0
PSN011937,60,39,some_college,72000.0,top,0.0,1,low,1,0,0.276,1,54,8.6,7.7,6.4,2.4,8.5,0,1,32,28,1746900.0,1
PSN011938,31,6,graduate,123600.0,upper_mid,0.0,1,medium,3,0,0.277,1,61,6.6,4.5,4.9,7.1,6.0,0,1,38,0,208400.0,0
PSN011939,65,45,high_school,67900.0,top,508700.0,1,high,2,0,0.384,0,3,8.6,5.5,5.8,0.0,10.0,0,1,28,37,2528700.0,1
PSN011940,22,0,high_school,107700.0,top,297600.0,1,low,0,0,0.212,0,1,2.1,6.8,2.3,7.4,6.9,0,0,18,4,524600.0,0
PSN011941,48,26,bachelors,105500.0,lower_mid,0.0,1,high,0,1,0.17,0,0,6.7,4.7,4.5,6.2,6.2,1,1,40,8,-26800.0,0
PSN011942,37,18,some_college,47500.0,lower_mid,0.0,1,medium,1,0,0.25,1,85,5.1,7.2,2.7,2.0,10.0,0,1,35,2,288300.0,0
