coin,hour_ts,ts,mid,mark,oracle,premium,funding,oi,day_vlm,bid,ask,bid_depth,ask_depth,net_szi,net_signed_notional,gross_notional,mean_leverage,n_long,n_short,binance_funding,binance_perp,binance_spot,bybit_funding,bybit_perp,n_posts,mean_sentiment,pos_frac,neg_frac,usdt_mcap,usdc_mcap,trend_bitcoin,trend_bitcoin_price,trend_buy_bitcoin,trend_coinbase,trend_crypto_crash,trend_cryptocurrency,trend_dollar,trend_ethereum,trend_how_to_buy_crypto,trend_oil,trend_recession,trend_sell_bitcoin,trend_weather,value,classification,gold_paxg,funding_div_binance,funding_div_bybit,basis_binance,collector_up,hour_of_day,day_of_week,is_weekend,session,ret,resid_ret,ret_xrank
ETH,1785884400,1785887940.0,1869.45,1869.5,1870.03,-0.0002834179,1.25e-05,967566.8410000004,781463526.1045297,1869.4,1869.5,1784313.4522499996,2014181.27207,-176098.7793,-329201152.6225,336475334.23538,17.0625,3.0,13.0,7.309e-05,1868.9,1869.75,3.562e-05,1868.78,11.0,0.10171818181818182,0.45454545454545453,0.45454545454545453,183257981671.08038,72085533591.37706,75.0,65.0,56.0,92.0,90.0,91.0,65.0,59.0,49.0,89.0,69.0,21.0,41.0,25,Extreme Fear,4068.67,-6.059000000000001e-05,-2.3120000000000002e-05,-0.2999999999999545,True,23,1,0,us,-0.0029334115576414854,,0.5
ETH,1785888000,1785891480.0,1863.25,1863.4,1864.4,-0.0005900021,9.9688e-06,970799.6678000003,779187441.8317503,1863.2,1863.3,1410102.75405,1643305.4657800002,-175851.8697,-327631150.70640004,334917486.49356,17.0625,3.0,13.0,3.467e-05,1863.09,1863.93,2.137e-05,1863.02,20.0,0.13548,0.3,0.1,183164524608.55377,72172098708.52711,77.0,71.0,63.0,44.0,33.0,30.0,70.0,58.0,29.0,88.0,70.0,24.0,65.0,27,Fear,4076.63,-2.47012e-05,-1.14012e-05,-0.6800000000000637,True,0,2,0,asia,-0.0033164834577015245,,0.75
ETH,1785891600,1785895140.0,1872.85,1872.8,1873.59,-0.0003682769,1.14174e-05,968101.6470000003,747734823.9257104,1872.8,1872.9,1590342.76211,2347390.23882,-175811.6594,-329303973.173335,336768104.839755,17.0625,2.0,14.0,3.467e-05,1872.57,1873.37,2.137e-05,1872.54,13.0,0.26023846153846153,0.46153846153846156,0.15384615384615385,183164524608.55377,72172098708.52711,69.0,65.0,57.0,43.0,34.0,29.0,66.0,50.0,44.0,79.0,66.0,21.0,93.0,27,Fear,4095.3,-2.3252599999999998e-05,-9.9526e-06,-0.5199999999999818,True,1,2,0,asia,0.005152287669394795,,0.5
ETH,1785895200,1785898740.0,1873.65,1873.62,1874.6,-0.0004801024,5.0995e-06,980900.5508000001,777428241.6445593,1873.6,1873.7,1095836.68428,4161236.14523,-175037.4044,-328072607.06692,338169253.11961997,17.0625,3.0,13.0,3.467e-05,1873.7,1874.49,2.137e-05,1873.76,8.0,0.071475,0.25,0.125,183164524608.55377,72172098708.52711,67.0,62.0,50.0,42.0,54.0,28.0,56.0,43.0,38.0,79.0,66.0,27.0,80.0,27,Fear,4122.37,-2.9570499999999998e-05,-1.62705e-05,-0.8399999999999181,True,2,2,0,asia,0.00042715647275559654,,0.25
ETH,1785898800,1785902340.0,1867.05,1867.05,1867.93,-0.0004336351,1.25e-05,969909.7432000003,822997941.3497707,1867.0,1867.1,4844811.51341,399371.77563000005,-175908.6427,-328474208.47005,336580338.15123,17.0625,2.0,14.0,3.467e-05,1866.86,1867.75,2.137e-05,1866.76,5.0,0.21997999999999998,0.4,0.4,183164524608.55377,72172098708.52711,66.0,62.0,46.0,44.0,41.0,28.0,53.0,45.0,32.0,75.0,60.0,26.0,70.0,27,Fear,4120.47,-2.217e-05,-8.87e-06,-0.7000000000000455,True,3,2,0,asia,-0.003522536226082895,,0.75
ETH,1785902400,1785905880.0,1866.65,1866.66,1867.66,-0.0005140122,1.23699e-05,970002.6578000004,821374965.6124998,1866.6,1866.7,5092042.34608,1217796.3499399999,-175966.6972,-328387327.956766,336291785.26341,17.0625,3.0,13.0,3.467e-05,1866.47,1867.5,2.137e-05,1866.29,8.0,-0.034099999999999984,0.375,0.25,183164524608.55377,72172098708.52711,63.0,56.0,31.0,43.0,35.0,21.0,49.0,46.0,28.0,74.0,45.0,20.0,61.0,27,Fear,4129.23,-2.23001e-05,-9.0001e-06,-0.849999999999909,True,4,2,0,asia,-0.00021424171821848859,,0.25
ETH,1785906000,1785909540.0,1872.45,1872.5,1873.55,-0.0005604334,-2.2196e-06,999687.8938000004,879931452.7918401,1872.4,1872.5,2729651.31881,2141082.54815,-172648.7193,-323290297.85028005,338486837.86896,17.0625,3.0,13.0,3.467e-05,1872.51,1873.46,2.137e-05,1872.44,6.0,0.2125,0.5,0.16666666666666666,183164524608.55377,72172098708.52711,65.0,57.0,39.0,37.0,29.0,20.0,45.0,56.0,22.0,65.0,46.0,15.0,51.0,27,Fear,4153.25,-3.68896e-05,-2.3589600000000002e-05,-1.009999999999991,True,5,2,0,asia,0.003107170599737419,,0.5
ETH,1785909600,1785913140.0,1867.95,1867.9,1869.07,-0.0005724772,-3.277e-06,1007833.1158000001,894876213.0741307,1867.9,1868.0,1574932.41949,2561879.2356000002,-170733.22100000002,-318846989.066482,338039567.250214,17.0625,3.0,13.0,3.467e-05,1868.84,1869.88,2.137e-05,1869.04,9.0,0.11050000000000001,0.3333333333333333,0.2222222222222222,183164524608.55377,72172098708.52711,65.0,51.0,51.0,37.0,47.0,20.0,43.0,52.0,18.0,66.0,43.0,21.0,50.0,27,Fear,4168.18,-3.7947e-05,-2.4647e-05,-1.9300000000000637,True,6,2,0,asia,-0.002403268445085316,,0.25
ETH,1785913200,1785916740.0,1868.95,1868.9,1869.76,-0.0003957727,3.5973e-06,977044.4170000001,931634510.0812293,1868.9,1869.0,4909027.68154,924744.37443,-172154.7413,-321400383.15338004,336799747.31568,17.0625,2.0,14.0,3.467e-05,1871.85,1872.2,2.137e-05,1871.74,11.0,0.05426363636363636,0.36363636363636365,0.18181818181818182,183164524608.55377,72172098708.52711,61.0,44.0,43.0,35.0,0.0,19.0,41.0,49.0,36.0,60.0,43.0,20.0,47.0,27,Fear,4162.61,-3.10727e-05,-1.77727e-05,-3.25,True,7,2,0,asia,0.0005353462351775917,,1.0
ETH,1785916800,1785920340.0,1868.95,1868.9,1869.77,-0.0004118154,1.25e-05,981885.4266000002,918081883.9291097,1868.9,1869.0,3312375.8131399998,2290836.80529,-173160.9762,-323672496.71304,336851665.90072,17.0625,3.0,13.0,6.13e-06,1868.98,1869.99,-4.92e-06,1869.05,11.0,-0.10615454545454545,0.18181818181818182,0.36363636363636365,183164524608.55377,72172098708.52711,58.0,45.0,42.0,35.0,34.0,29.0,39.0,50.0,24.0,59.0,44.0,17.0,44.0,27,Fear,4153.59,6.370000000000001e-06,1.742e-05,-1.0399999999999636,True,8,2,0,europe,0.0,,0.5
ETH,1785920400,1785923880.0,1870.95,1870.9,1871.69,-0.0003686508,1.25e-05,985319.5842000002,925840440.9866203,1870.9,1871.0,5241043.69083,666666.96248,-173378.3172,-324527370.415658,337627290.410058,17.0625,3.0,13.0,6.13e-06,1870.98,1871.94,-4.92e-06,1870.99,14.0,0.3317571428571428,0.42857142857142855,0.07142857142857142,183164524608.55377,72172098708.52711,64.0,58.0,35.0,31.0,19.0,25.0,39.0,50.0,16.0,61.0,41.0,13.0,44.0,27,Fear,4150.51,6.370000000000001e-06,1.742e-05,-0.9900000000000091,True,9,2,0,europe,0.0010701195858637824,,1.0
ETH,1785924000,1785927540.0,1867.25,1867.3,1868.2,-0.0004817471,8.7565e-06,987161.5850000004,924266762.8743391,1867.2,1867.3,4414718.06251,906204.0724799999,-173524.1473,-323998263.28516,336776482.31502,17.0625,3.0,13.0,6.13e-06,1867.38,1868.33,-4.92e-06,1867.2,9.0,0.18495555555555557,0.5555555555555556,0.2222222222222222,183164524608.55377,72172098708.52711,62.0,50.0,52.0,32.0,24.0,21.0,39.0,45.0,16.0,61.0,43.0,17.0,49.0,27,Fear,4154.43,2.6265e-06,1.36765e-05,-1.0799999999999272,True,10,2,0,europe,-0.0019776049600470635,,0.5
ETH,1785927600,1785931140.0,1867.85,1867.9,1868.9,-0.0004815667,1.18898e-05,988098.8176000001,875994081.8071501,1867.8,1867.9,4636356.90067,357403.70141999994,-173643.7168,-324251517.52213,336586465.965552,17.0625,3.0,13.0,6.13e-06,1867.93,1868.92,-4.92e-06,1867.92,12.0,0.16749166666666668,0.4166666666666667,0.08333333333333333,183164524608.55377,72172098708.52711,59.0,50.0,35.0,30.0,36.0,21.0,43.0,43.0,27.0,64.0,40.0,13.0,50.0,27,Fear,4181.23,5.7597999999999995e-06,1.68098e-05,-1.0700000000001637,True,11,2,0,europe,0.00032132815637964107,,1.0
ETH,1785931200,1785934740.0,1875.85,1875.82,1876.7,-0.0004262802,1.25e-05,986144.4267999997,861616761.2959409,1875.8,1875.9,3792444.03003,1180310.8605900002,-175219.7805,-328554915.74793,337042665.79001,17.0625,3.0,13.0,6.13e-06,1875.22,1876.25,-4.92e-06,1875.18,18.0,0.08181666666666666,0.2777777777777778,0.1111111111111111,183164524608.55377,72172098708.52711,60.0,56.0,37.0,32.0,0.0,19.0,43.0,40.0,15.0,64.0,40.0,11.0,51.0,27,Fear,4177.79,6.370000000000001e-06,1.742e-05,-0.40000000000009095,True,12,2,0,europe,0.004282999170168944,,0.5
ETH,1785934800,1785938340.0,1876.65,1876.8,1877.7,-0.0005325664,1.25e-05,985102.1429999997,884323887.8676012,1876.6,1876.7,3962119.2800199995,381223.46563999995,-175741.01679999998,-329422340.25196,334320030.22947997,17.0625,2.0,14.0,6.13e-06,1877.85,1878.53,-4.92e-06,1877.99,24.0,0.20991666666666667,0.4166666666666667,0.20833333333333334,183164524608.55377,72172098708.52711,63.0,53.0,42.0,37.0,17.0,20.0,41.0,38.0,13.0,65.0,38.0,18.0,49.0,27,Fear,4200.39,6.370000000000001e-06,1.742e-05,-1.8799999999998818,True,13,2,0,us,0.00042647333208956084,,0.75
ETH,1785938400,1785941940.0,1875.55,1875.43,1876.22,-0.0003304517,1.25e-05,981854.3191999997,820598998.7077705,1875.5,1875.6,1589727.31697,1592610.7547799998,-176855.7323,-331677813.179056,334061481.324504,17.0625,3.0,13.0,6.13e-06,1875.06,1875.89,-4.92e-06,1874.86,0.0,,,,183164524608.55377,72172098708.52711,62.0,59.0,36.0,42.0,15.0,17.0,45.0,42.0,19.0,72.0,39.0,22.0,55.0,27,Fear,4236.33,6.370000000000001e-06,1.742e-05,-0.3400000000001455,True,14,2,0,us,-0.0005861508539153348,,0.25
ETH,1785942000,1785945540.0,1872.75,1872.7,1873.5,-0.0003736322,1.25e-05,980374.1713999999,795394415.48624,1872.7,1872.8,1115856.1108300001,3387161.7190199997,-177296.3835,-332303115.95792,333129134.05594003,17.0625,3.0,13.0,6.13e-06,1872.91,1873.91,-4.92e-06,1872.72,19.0,0.07806315789473683,0.2631578947368421,0.21052631578947367,183164524608.55377,72172098708.52711,63.0,56.0,38.0,41.0,15.0,20.0,43.0,41.0,15.0,69.0,43.0,32.0,71.0,27,Fear,4226.03,6.370000000000001e-06,1.742e-05,-1.1600000000000819,True,15,2,0,us,-0.0014928954173442088,,0.5
ETH,1785945600,1785949140.0,1894.25,1894.5,1895.15,-0.0004485133,1.25e-05,993466.2396000002,880445843.7104806,1894.2,1894.3,1330840.3394,1683305.85292,-180538.87579999998,-341177284.05071,341324528.64921,17.0625,2.0,14.0,3.054e-05,1894.79,1895.56,1.326e-05,1894.9,10.0,0.16081,0.6,0.1,183164524608.55377,72172098708.52711,62.0,53.0,36.0,41.0,0.0,20.0,45.0,41.0,30.0,69.0,41.0,15.0,59.0,27,Fear,4236.27,-1.8040000000000003e-05,-7.599999999999995e-07,-1.3099999999999454,True,16,2,0,us,0.011480443198504942,,1.0
ETH,1785949200,1785952740.0,1915.95,1916.1,1916.8,-0.0004173623,1.25e-05,1006968.9939999994,906661987.9694657,1915.9,1916.0,2378935.0042000003,1321203.04074,-182469.88760000002,-349586342.843575,349729817.558343,17.0625,1.0,15.0,3.054e-05,1915.93,1916.75,1.326e-05,1916.03,16.0,0.09295624999999999,0.375,0.3125,183164524608.55377,72172098708.52711,63.0,52.0,37.0,48.0,24.0,20.0,48.0,44.0,23.0,74.0,42.0,15.0,47.0,27,Fear,4244.67,-1.8040000000000003e-05,-7.599999999999995e-07,-0.7999999999999545,True,17,2,0,us,0.011455721261713014,,1.0
ETH,1785952800,1785956280.0,1916.35,1916.4,1916.98,-0.0003025592,1.25e-05,1001375.251,979212848.0014495,1916.3,1916.4,4588780.5467300005,277685.56970999995,-181069.4127,-347473696.3404,347627249.98322,17.0625,2.0,14.0,3.054e-05,1917.23,1918.06,1.326e-05,1917.26,15.0,-0.10489333333333332,0.26666666666666666,0.5333333333333333,183164524608.55377,72172098708.52711,61.0,53.0,35.0,48.0,25.0,20.0,47.0,49.0,37.0,81.0,47.0,22.0,41.0,27,Fear,4254.98,-1.8040000000000003e-05,-7.599999999999995e-07,-1.7100000000000364,True,18,2,0,us,0.00020877371538907674,,0.75
ETH,1785956400,1785959940.0,1917.85,1917.8,1918.7,-0.000416949,1.23287e-05,1001436.5381999995,986577709.0580802,1917.8,1917.9,852825.4132600001,2562706.91732,-131387.1991,-251925276.58512002,252071464.01057,18.0,2.0,13.0,3.054e-05,1916.09,1917.03,1.326e-05,1916.07,12.0,0.3016083333333333,0.5833333333333334,0.08333333333333333,183164524608.55377,72172098708.52711,67.0,59.0,37.0,56.0,0.0,20.0,48.0,54.0,21.0,73.0,45.0,18.0,41.0,27,Fear,4240.17,-1.8211300000000003e-05,-9.313000000000007e-07,0.8199999999999363,True,19,2,0,us,0.0007827380175855492,,0.75
ETH,1785960000,1785963480.0,1917.15,1917.2,1917.9,-0.0003649825,1.25e-05,999799.9101999996,990237520.4755406,1917.1,1917.2,9465368.51211,2043314.92687,-131157.1409,-251833021.60447,251983256.80565,18.0,2.0,13.0,3.054e-05,1916.19,1917.1,1.326e-05,1916.23,15.0,0.39514,0.5333333333333333,0.06666666666666667,183164524608.55377,72172098708.52711,78.0,66.0,38.0,51.0,25.0,24.0,52.0,57.0,27.0,78.0,49.0,20.0,41.0,27,Fear,4243.44,-1.8040000000000003e-05,-7.599999999999995e-07,0.0500000000001819,True,20,2,0,us,-0.0003649920483874691,,1.0
ETH,1785963600,1785967080.0,1908.85,1908.8,1909.5,-0.0003142184,1.25e-05,995497.5430000005,1022787205.648169,1909.0,1909.1,3570863.4703599997,520118.14100999996,-131397.9297,-250858639.763722,251001621.69044602,18.0,1.0,14.0,3.054e-05,1907.75,1908.75,1.326e-05,1907.98,6.0,-0.31931666666666664,0.0,0.5,183164524608.55377,72172098708.52711,71.0,66.0,46.0,50.0,36.0,26.0,56.0,56.0,30.0,87.0,55.0,22.0,42.0,27,Fear,4243.1,-1.8040000000000003e-05,-7.599999999999995e-07,0.09999999999990905,True,21,2,0,us,-0.0043293430352346896,,0.5
ETH,1785967200,1785970740.0,1906.85,1906.8,1907.6,-0.0003669532,1.22966e-05,983512.2728000007,1009474614.9842491,1906.8,1906.9,3359598.85038,1549849.56808,-131538.68170000002,-250880690.00043,251025008.14369,18.0,3.0,12.0,3.054e-05,1906.0,1906.86,1.326e-05,1906.05,13.0,0.024369230769230768,0.38461538461538464,0.3076923076923077,183164524608.55377,72172098708.52711,71.0,64.0,49.0,48.0,31.0,20.0,59.0,49.0,17.0,83.0,49.0,28.0,43.0,27,Fear,4243.6,-1.8243400000000002e-05,-9.634e-07,-0.009999999999990905,True,22,2,0,us,-0.0010477512638499276,,1.0
ETH,1785970800,1785974340.0,1907.35,1907.4,1908.26,-0.0004506723,1.25e-05,985690.8960000002,957240398.1543305,1907.3,1907.4,4175621.8335599997,1010495.9232300001,-131790.3033,-251535999.647752,251680764.037916,18.0,2.0,13.0,3.054e-05,1907.95,1908.9,1.326e-05,1908.1,16.0,0.19775625000000002,0.375,0.0625,183164524608.55377,72172098708.52711,67.0,64.0,37.0,51.0,40.0,17.0,65.0,50.0,31.0,79.0,50.0,24.0,43.0,27,Fear,4272.06,-1.8040000000000003e-05,-7.599999999999995e-07,-1.550000000000182,True,23,2,0,us,0.0002622125494926575,,0.5
ETH,1785974400,1785977880.0,1911.65,1911.53,1911.94,-0.000125527,1.25e-05,990992.2163999992,931707800.9189489,1911.6,1911.7,891480.9023,3023593.31408,-132156.1017,-252563525.95887,252706651.67785,18.0,1.0,14.0,3.94e-06,1909.39,1910.4,2.494e-05,1909.58,13.0,0.33789230769230766,0.5384615384615384,0.07692307692307693,183103910275.10278,71728840853.7331,68.0,60.0,47.0,43.0,0.0,23.0,66.0,45.0,29.0,79.0,55.0,15.0,69.0,25,Extreme Fear,4288.74,8.56e-06,-1.2439999999999998e-05,1.25,True,0,3,0,asia,0.00225443678401982,,1.0
ETH,1785978000,1785981480.0,1906.55,1906.4,1907.1,-0.0002621782,1.25e-05,992100.1354,934401552.97485,1906.5,1906.6,2417512.5215100003,1504425.17502,-132296.4944,-252375653.13336,252518516.73104,18.0,1.0,14.0,3.94e-06,1905.93,1906.75,2.494e-05,1905.96,13.0,0.15674615384615384,0.46153846153846156,0.15384615384615385,183103910275.10278,71728840853.7331,64.0,62.0,63.0,41.0,39.0,26.0,65.0,43.0,30.0,79.0,67.0,24.0,98.0,25,Extreme Fear,4281.52,8.56e-06,-1.2439999999999998e-05,-0.20000000000004547,True,1,3,0,asia,-0.002667852378835156,,0.75
ETH,1785981600,1785985080.0,1897.95,1897.9,1898.9,-0.0004739586,1.25e-05,988904.5572000007,906486236.2439604,1897.9,1898.0,3437914.17793,1183830.6065,-131680.722,-249909784.328951,250051928.965351,18.0,1.0,14.0,3.94e-06,1898.17,1899.21,2.494e-05,1898.38,3.0,-0.3811333333333333,0.0,0.6666666666666666,183103910275.10278,71728840853.7331,59.0,58.0,57.0,44.0,34.0,22.0,56.0,39.0,46.0,72.0,60.0,31.0,87.0,25,Extreme Fear,4271.44,8.56e-06,-1.2439999999999998e-05,-1.259999999999991,True,2,3,0,asia,-0.0045107655188690865,,0.5
ETH,1785985200,1785988680.0,1897.95,1897.9,1898.7,-0.0003265392,7.4904e-06,991649.4776000004,878251615.75382,1897.9,1898.0,4794887.98257,639306.51752,-131501.1456,-249589036.792624,249731181.429024,18.0,1.0,14.0,3.94e-06,1897.94,1899.03,2.494e-05,1898.03,11.0,-0.03796363636363636,0.18181818181818182,0.09090909090909091,183103910275.10278,71728840853.7331,60.0,66.0,78.0,35.0,0.0,25.0,52.0,41.0,49.0,70.0,62.0,60.0,78.0,25,Extreme Fear,4260.71,3.5504e-06,-1.7449599999999996e-05,-1.0799999999999272,True,3,3,0,asia,0.0,,0.75
ETH,1785988800,1785992280.0,1907.05,1907.06,1907.82,-0.0003773941,1.25e-05,987481.6630000002,888336094.1014097,1907.0,1907.1,2421924.43219,1235755.8887999998,-131830.0019,-251392111.624424,251535880.543464,18.0,2.0,13.0,3.94e-06,1906.84,1907.7,2.494e-05,1906.93,8.0,-0.014662499999999988,0.125,0.25,183103910275.10278,71728840853.7331,66.0,58.0,94.0,37.0,46.0,30.0,50.0,53.0,70.0,70.0,68.0,73.0,66.0,25,Extreme Fear,4257.32,8.56e-06,-1.2439999999999998e-05,-0.650000000000091,True,4,3,0,asia,0.0047946468558179856,,1.0
ETH,1785992400,1785995940.0,1913.05,1913.0,1913.8,-0.0003605392,1.25e-05,986835.3720000001,858406540.6107798,1913.0,1913.1,4334404.80097,675871.3383899999,-132207.554,-252636571.875713,252780602.110529,18.0,2.0,13.0,3.94e-06,1913.49,1914.34,2.494e-05,1913.73,11.0,0.14271818181818183,0.36363636363636365,0.18181818181818182,183103910275.10278,71728840853.7331,68.0,57.0,79.0,36.0,0.0,35.0,45.0,63.0,37.0,66.0,68.0,36.0,51.0,25,Extreme Fear,4262.24,8.56e-06,-1.2439999999999998e-05,-1.2899999999999636,True,5,3,0,asia,0.0031462206025012485,,0.75
ETH,1785996000,1785999540.0,1912.25,1912.3,1913.0,-0.0003659174,1.25e-05,987008.6010000003,840446267.1845995,1912.2,1912.3,3188868.43642,1089930.2963,-132513.2792,-253405143.81416,253550434.63126,18.0,2.0,13.0,3.94e-06,1912.8,1913.66,2.494e-05,1912.91,6.0,0.2944666666666667,0.5,0.16666666666666666,183103910275.10278,71728840853.7331,75.0,52.0,93.0,33.0,27.0,32.0,41.0,63.0,17.0,62.0,62.0,48.0,48.0,25,Extreme Fear,4250.71,8.56e-06,-1.2439999999999998e-05,-1.4100000000000819,True,6,3,0,asia,-0.0004181803925668026,,1.0
ETH,1785999600,1786003140.0,1909.05,1909.0,1909.72,-0.0003246549,1.25e-05,977062.7990000003,798986725.9294503,1909.0,1909.1,1476947.5953700002,2533355.33916,-131566.9173,-251157378.918271,251302343.03307098,18.0,2.0,13.0,3.94e-06,1908.52,1909.33,2.494e-05,1908.5,8.0,0.2624375,0.5,0.25,183103910275.10278,71728840853.7331,63.0,46.0,75.0,32.0,0.0,33.0,40.0,53.0,25.0,70.0,80.0,14.0,46.0,25,Extreme Fear,4258.0,8.56e-06,-1.2439999999999998e-05,-0.2799999999999727,True,7,3,0,asia,-0.001673421362269556,,0.75
ETH,1786003200,1786006740.0,1915.05,1915.2,1916.19,-0.0005688371,1.25e-05,999963.2666000001,848240832.3316691,1915.0,1915.1,1374657.91474,3282207.23251,-129918.8269,-248998434.62045002,249153106.75567,18.0,2.0,13.0,9.87e-06,1915.44,1916.26,6.628e-05,1915.51,10.0,0.32441,0.5,0.0,183103910275.10278,71728840853.7331,60.0,43.0,76.0,31.0,20.0,43.0,38.0,47.0,24.0,66.0,75.0,19.0,47.0,25,Extreme Fear,4273.68,2.6300000000000002e-06,-5.378e-05,-1.2100000000000364,True,8,3,0,europe,0.0031429244912390963,,1.0
ETH,1786006800,1786010340.0,1907.55,1907.5,1908.1,-0.0002620408,1.25e-05,984983.7418,883173986.1116498,1907.5,1907.6,3272608.77946,1290257.31824,-130507.7237,-248904865.07594,249050097.59306002,18.0,2.0,13.0,9.87e-06,1906.68,1907.67,6.628e-05,1906.77,0.0,,,,183103910275.10278,71728840853.7331,62.0,42.0,82.0,28.0,20.0,33.0,36.0,40.0,17.0,70.0,86.0,14.0,43.0,25,Extreme Fear,4269.65,2.6300000000000002e-06,-5.378e-05,-0.12000000000011823,True,9,3,0,europe,-0.00391634683167541,,1.0
ETH,1786010400,1786013940.0,1900.75,1900.82,1901.76,-0.0005047956,1.25e-05,987311.0778000006,906479294.9571395,1900.7,1900.8,3520026.92328,743353.4066100001,-129978.31539999999,-247078997.078546,247243308.91379797,18.0,2.0,13.0,9.87e-06,1901.78,1902.58,6.628e-05,1901.5,7.0,-0.05387142857142857,0.2857142857142857,0.5714285714285714,183103910275.10278,71728840853.7331,60.0,49.0,64.0,29.0,19.0,33.0,39.0,46.0,16.0,74.0,89.0,14.0,48.0,25,Extreme Fear,4266.61,2.6300000000000002e-06,-5.378e-05,-1.8299999999999272,True,10,3,0,europe,-0.0035647820502738847,,0.25
ETH,1786014000,1786017540.0,1906.35,1906.4,1907.39,-0.0005190339,1.25e-05,989180.413,921048395.5979494,1906.3,1906.4,2852857.15188,2122103.09833,-129881.1678,-247600040.26123,247763560.95867002,18.0,2.0,13.0,9.87e-06,1906.89,1907.77,6.628e-05,1906.86,8.0,0.075725,0.625,0.125,183103910275.10278,71728840853.7331,71.0,53.0,66.0,32.0,24.0,31.0,43.0,49.0,18.0,75.0,77.0,37.0,53.0,25,Extreme Fear,4259.76,2.6300000000000002e-06,-5.378e-05,-1.4200000000000728,True,11,3,0,europe,0.0029462054452189523,,1.0
ETH,1786017600,1786021140.0,1898.55,1898.64,1899.59,-0.0005211651,8.1426e-06,991205.2204000007,899793674.9196101,1898.5,1898.6,1112778.90216,4265465.12193,-129094.8619,-245119291.04951,245277442.88627,18.0,2.0,13.0,9.87e-06,1898.19,1899.09,6.628e-05,1898.24,17.0,0.15553529411764708,0.47058823529411764,0.35294117647058826,183103910275.10278,71728840853.7331,66.0,55.0,63.0,40.0,51.0,30.0,46.0,47.0,19.0,82.0,87.0,15.0,51.0,25,Extreme Fear,4246.74,-1.7273999999999998e-06,-5.81374e-05,-0.5399999999999636,True,12,3,0,europe,-0.004091588637973098,,0.75
ETH,1786021200,1786024740.0,1909.45,1909.2,1910.1,-0.0003141197,1.25e-05,981752.9286000002,905144036.4207706,1909.4,1909.5,4020879.14023,291634.35233,-130761.9647,-249674428.46728802,249825289.075328,18.214285714285715,2.0,12.0,9.87e-06,1906.47,1907.43,6.628e-05,1906.36,19.0,0.06522105263157894,0.21052631578947367,0.15789473684210525,183103910275.10278,71728840853.7331,65.0,58.0,63.0,40.0,54.0,30.0,47.0,46.0,18.0,76.0,71.0,18.0,49.0,25,Extreme Fear,4263.56,2.6300000000000002e-06,-5.378e-05,2.019999999999982,True,13,3,0,us,0.005741223565352449,,1.0
ETH,1786024800,1786028340.0,1914.95,1914.9,1915.9,-0.0004697531,1.24282e-05,983138.9606000007,880824187.2269084,1914.7,1914.8,2739938.3865400003,1095046.83516,-130669.70999999999,-249767606.50664902,249935510.755149,18.214285714285715,2.0,12.0,9.87e-06,1914.06,1915.01,6.628e-05,1914.16,18.0,0.1769611111111111,0.3333333333333333,0.05555555555555555,183103910275.10278,71728840853.7331,63.0,56.0,69.0,40.0,18.0,32.0,47.0,44.0,18.0,73.0,66.0,18.0,57.0,25,Extreme Fear,4266.82,2.5582000000000003e-06,-5.38518e-05,-0.05999999999994543,True,14,3,0,us,0.002880410589436666,,0.5
ETH,1786028400,1786031880.0,1911.75,1911.7,1912.5,-0.0003660131,1.25e-05,990685.7236000004,948529033.6816694,1911.7,1911.8,2071165.32779,1939050.13111,-131815.197,-251882482.34500998,252043502.84101,18.214285714285715,2.0,12.0,9.87e-06,1909.88,1910.69,6.628e-05,1910.06,12.0,0.25805,0.3333333333333333,0.0,183103910275.10278,71728840853.7331,61.0,55.0,66.0,44.0,25.0,30.0,45.0,41.0,19.0,73.0,63.0,21.0,73.0,25,Extreme Fear,4228.87,2.6300000000000002e-06,-5.378e-05,1.0599999999999454,True,15,3,0,us,-0.0016710619076216737,,0.75
ETH,1786032000,1786035480.0,1914.45,1914.3,1915.0,-0.0002610966,1.25e-05,995255.4632000001,876442284.7484097,1914.4,1914.5,269773.69827,5962095.780509999,-132126.6674,-252754129.305962,252917038.41408402,18.214285714285715,2.0,12.0,9.87e-06,1914.72,1915.77,1.973e-05,1914.91,20.0,0.25975000000000004,0.55,0.3,183103910275.10278,71728840853.7331,62.0,56.0,60.0,45.0,23.0,24.0,48.0,43.0,24.0,75.0,53.0,17.0,58.0,25,Extreme Fear,4239.42,2.6300000000000002e-06,-7.2299999999999985e-06,-1.3199999999999363,True,16,3,0,us,0.0014123185562966434,,0.75
ETH,1786035600,1786039140.0,1913.75,1913.78,1914.7,-0.0004700475,1.08153e-05,995877.2496000008,821377048.9188701,1913.5,1913.7,3355365.0756599996,2165475.38954,-132358.0241,-253240607.51053,253403757.28015,18.214285714285715,2.0,12.0,9.87e-06,1913.1,1914.08,1.973e-05,1913.26,4.0,-0.233025,0.0,0.5,183103910275.10278,71728840853.7331,62.0,57.0,60.0,41.0,17.0,28.0,49.0,41.0,20.0,77.0,58.0,21.0,50.0,25,Extreme Fear,4243.81,9.452999999999992e-07,-8.9147e-06,-0.32999999999992724,True,17,3,0,us,-0.00036564026221630463,,0.75
